"행정구역별(시군구)","성별",2016,2016,2016,2016,2016,2016,2016,2016,2017,2017,2017,2017,2017,2017,2017,2017,2018,2018,2018,2018,2018,2018,2018,2018,2019,2019,2019,2019,2019,2019,2019,2019,2020,2020,2020,2020,2020,2020,2020,2020
"행정구역별(시군구)","성별",1인가구,주택_계,주택_단독주택,주택_아파트,주택_연립주택,주택_다세대주택,주택_비거주용건물내 주택,주택이외의 거처_계,1인가구,주택_계,주택_단독주택,주택_아파트,주택_연립주택,주택_다세대주택,주택_비거주용건물내 주택,주택이외의 거처_계,1인가구,주택_계,주택_단독주택,주택_아파트,주택_연립주택,주택_다세대주택,주택_비거주용건물내 주택,주택이외의 거처_계,1인가구,주택_계,주택_단독주택,주택_아파트,주택_연립주택,주택_다세대주택,주택_비거주용건물내 주택,주택이외의 거처_계,1인가구,주택_계,주택_단독주택,주택_아파트,주택_연립주택,주택_다세대주택,주택_비거주용건물내 주택,주택이외의 거처_계
"금천구","남자",17721,13398,8644,2204,274,1725,551,4323,18305,13602,8356,2260,268,2030,688,4703,19079,14584,8231,3041,262,2458,592,4495,20699,15172,8631,2727,302,2891,621,5527,22847,15911,8608,2974,375,3392,562,6936
"금천구","여자",14007,11593,6763,2483,342,1726,279,2414,14623,12009,6594,2631,365,2049,370,2614,15485,12667,6471,3137,359,2355,345,2818,17079,13422,6606,3233,409,2760,414,3657,19487,14444,6723,3667,449,3269,336,5043
"영등포구","계",49453,35190,19443,10048,289,3854,1556,14263,51151,35236,18612,10650,315,4100,1559,15915,53477,36393,18580,11139,321,4705,1648,17084,58214,38967,19313,12058,344,5356,1896,19247,64000,42523,20370,13675,378,6295,1805,21477
"영등포구","남자",25060,17252,10025,4252,119,2012,844,7808,25953,17269,9599,4573,123,2137,837,8684,27090,17778,9670,4646,126,2435,901,9312,29297,19001,10045,5011,150,2766,1029,10296,32099,20685,10581,5778,157,3199,970,11414
"영등포구","여자",24393,17938,9418,5796,170,1842,712,6455,25198,17967,9013,6077,192,1963,722,7231,26387,18615,8910,6493,195,2270,747,7772,28917,19966,9268,7047,194,2590,867,8951,31901,21838,9789,7897,221,3096,835,10063
"동작구","계",52954,49363,29858,8673,754,7943,2135,3591,54355,50513,30453,8778,761,8466,2055,3842,56872,52747,31577,9061,796,9050,2263,4125,60088,55994,33222,9817,893,9721,2341,4094,64101,59432,34834,10460,1007,10688,2443,4669
"동작구","남자",25960,23850,15400,3404,345,3617,1084,2110,26389,24092,15623,3294,332,3773,1070,2297,27452,24995,16139,3335,338,4017,1166,2457,28746,26377,16849,3629,377,4275,1247,2369,30327,27638,17447,3798,452,4674,1267,2689
"동작구","여자",26994,25513,14458,5269,409,4326,1051,1481,27966,26421,14830,5484,429,4693,985,1545,29420,27752,15438,5726,458,5033,1097,1668,31342,29617,16373,6188,516,5446,1094,1725,33774,31794,17387,6662,555,6014,1176,1980
"관악구","계",103972,87971,56162,11590,988,9908,9323,16001,106865,88407,56635,10990,1062,10879,8841,18458,112733,93520,59159,11808,1095,11742,9716,19213,119863,100459,64558,11833,1125,12544,10399,19404,129233,105833,67931,12924,1221,13917,9840,23400
"관악구","남자",55799,47257,31545,4993,425,4716,5578,8542,57078,47237,31624,4636,470,5251,5256,9841,59445,49304,32561,4945,472,5598,5728,10141,62600,52498,35141,4928,471,5844,6114,10102,67665,55280,37145,5327,530,6553,5725,12385
"관악구","여자",48173,40714,24617,6597,563,5192,3745,7459,49787,41170,25011,6354,592,5628,3585,8617,53288,44216,26598,6863,623,6144,3988,9072,57263,47961,29417,6905,654,6700,4285,9302,61568,50553,30786,7597,691,7364,4115,11015
"서초구","계",38357,33335,13508,10722,678,6947,1480,5022,39702,34243,13538,10883,689,7639,1494,5459,41137,35090,13202,11547,740,8131,1470,6047,42667,35963,13101,11957,736,8744,1425,6704,43942,36662,13054,11984,788,9440,1396,7280
"서초구","남자",16947,14192,6199,3941,256,3040,756,2755,17483,14543,6259,3974,267,3265,778,2940,18082,14918,6110,4176,280,3585,767,3164,18792,15328,6120,4352,263,3830,763,3464,19142,15504,6010,4343,297,4136,718,3638
"서초구","여자",21410,19143,7309,6781,422,3907,724,2267,22219,19700,7279,6909,422,4374,716,2519,23055,20172,7092,7371,460,4546,703,2883,23875,20635,6981,7605,473,4914,662,3240,24800,21158,7044,7641,491,5304,678,3642
"강남구","계",61998,53051,19523,19658,1058,10662,2150,8947,62774,53464,19259,19654,1074,11334,2143,9310,62727,52807,19038,18614,1045,11888,2222,9920,66073,55051,19287,19693,1066,12763,2242,11022,68999,56660,19193,20554,1092,13708,2113,12339
"강남구","남자",26157,21586,8612,7245,391,4321,1017,4571,26515,21703,8487,7204,432,4553,1027,4812,26718,21733,8593,6715,433,4935,1057,4985,28187,22814,8876,7115,450,5286,1087,5373,29446,23467,8859,7413,453,5716,1026,5979
"강남구","여자",35841,31465,10911,12413,667,6341,1133,4376,36259,31761,10772,12450,642,6781,1116,4498,36009,31074,10445,11899,612,6953,1165,4935,37886,32237,10411,12578,616,7477,1155,5649,39553,33193,10334,13141,639,7992,1087,6360
"송파구","계",54409,48070,16711,11660,584,17335,1780,6339,58848,49702,16214,12221,631,18785,1851,9146,63451,52233,15912,13129,659,20698,1835,11218,68861,56406,16345,14509,723,22867,1962,12455,73694,59497,16852,14937,820,24852,2036,14197
"송파구","남자",24833,21431,8402,4301,212,7564,952,3402,26901,22095,8253,4391,233,8229,989,4806,28740,23191,8089,4754,257,9100,991,5549,31036,25109,8457,5235,266,10063,1088,5927,32890,26276,8672,5275,326,10871,1132,6614
"송파구","여자",29576,26639,8309,7359,372,9771,828,2937,31947,27607,7961,7830,398,10556,862,4340,34711,29042,7823,8375,402,11598,844,5669,37825,31297,7888,9274,457,12804,874,6528,40804,33221,8180,9662,494,13981,904,7583
"강동구","계",39469,34876,18568,8131,342,6565,1270,4593,41050,35917,18563,8415,369,7266,1304,5133,42126,36696,18318,8481,391,8196,1310,5430,45188,39516,18661,9843,352,9253,1407,5672,50316,43827,19183,11869,381,11003,1391,6489
"강동구","남자",19318,16738,9678,3211,137,2987,725,2580,20064,17173,9735,3300,143,3244,751,2891,20404,17405,9655,3235,152,3608,755,2999,21674,18697,9839,3860,131,4100,767,2977,23817,20442,10120,4576,146,4869,731,3375
"강동구","여자",20151,18138,8890,4920,205,3578,545,2013,20986,18744,8828,5115,226,4022,553,2242,21722,19291,8663,5246,239,4588,555,2431,23514,20819,8822,5983,221,5153,640,2695,26499,23385,9063,7293,235,6134,660,3114
